Brand,Name,EWG,Category,Cancer,Allergies,Toxicity,Restriction,Label,Certification
Mielle,Mielle Brazilian Curly Cocktail Curl Mousse,04,Styling Mousse/Foam,LOW,HIGH,LOW,HIGH,"Ingredients from packaging:
Water (Aqua, EAU), Polyquaternium-11, Cocamidopropyl Betaine, Phenoxyethanol, Panthenol, Oleth-20, PEG-75 Lanolin, Cetrimonium Chloride, Quaternium-80, Fragrance (Parfum), Hydrolyzed Wheat Protein, Organic Orbignya Oleifera (Babassu) Oil, Organic Mauritia Flexuosa (Buriti) Fruit Oil, Organic Copaiferi Officinalis (Balsam Copaiba) Resin, Organic Astrocaryum Murumuru Seed Butter, Benzoic Acid, Ethylhexylglycerine, Glycereth-2 Cocoate, Limonene, Linalool, Hexyl Cinnamal, Geraniol","Product's animal testing policies,Unknown"
,Not Your Mother's Curl Talk Refreshing Curl Foam With Rice Curl Complex & Aloe Extract,04,Styling Mousse/Foam,LOW,HIGH,LOW,HIGH,"Ingredients from packaging:
WATER (AQUA), MALTODEXTRIN/VP COPOLYMER, SODIUM LAUROYL SARCOSINATE, POLYSORBATE-20, ALOE BARBADENSIS LEAF JUICE, LACTOBACILLUS/TOMATO FRUIT FERMENT EXTRACT, ORYZA SATIVA (RICE) EXTRACT, KERATIN AMINO ACIDS, ACYL COENZYME A DESATURASE, PHENOXYETHANOL, FRAGRANCE (PARFUM), HYDROXYETHYLCELLULOSE, ETHYLHEXYLGLYCERIN, CITRIC ACID.","Product's animal testing policies,Unknown"
OGX,Ogx Locking + Coconut Curls Decadent Creamy Mousse,04,Styling Mousse/Foam,LOW,HIGH,LOW,MODERATE,"Ingredients from packaging:
WATER (AQUA), ISOBUTANE, PROPYLENE GLYCOL, POLYIMIDE-1, COCOS NUCIFERA (COCONUT) OIL, BUTYROSPERMUM PARKII (SHEA) BUTTER, PANTHENOL, PEG-12 DIMETHICONE, PVP, POLYQUATERNIUM-4, POLYSORBATE 80, PROPANE, PEG-40 HYDROGENATED CASTOR OIL, DIAZOLIDINYL UREA, FRAGRANCE (PARFUM)","Product's animal testing policies,Unknown"
Socozy,"Socozy Kids, Curl Volumizing Foam",04,Styling Mousse/Foam,LOW,HIGH,LOW,HIGH,"Ingredients from packaging:
WATER (AQUA), COCAMIDOPROPYL HYDROXYSULTAINE, HYDROLYZED WHEAT PROTEIN, HYDROLYZED WHEAT STARCH, METHYL GLUCETH-20, OLETH-20, PANTHENOL, POLYQUATERNIUM 55, POLYSORBATE 20, PVP, QUATERNIUM-75, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, FRAGRANCE (PARFUM)","Product's animal testing policies,Unknown"
Shea Moisture,Shea Moisture Coconut & Hibiscus Frizz-Free Curl Mousse,04,Styling Mousse/Foam,LOW,HIGH,LOW,HIGH,"Ingredients from packaging:
Water, Cocoamidopropyl Betaine, Butyrospermum Parkii (Shea) Butter*+, Panthenol, Cocos Nucifera (Coconut) Oil, Hibiscus Rosa-Sinensis Flower Extract, Hydrolyzed Silk, Melia Azadirachta Seed Oil, Glycerin (Vegetable), Polyquaternium-7, Polyquaternium-10, Fragrance (Essential Oil Blend), Potassium Sorbate, Gluconolactone, Sodium Benzoate, Sodium Chloride","Product's animal testing policies,PETA Cruelty-free Companies"
Herbal Essences,"Herbal Essences Volumizing Hair Mousse, Scent Notes of Citrus",04,Styling Mousse/Foam,LOW,HIGH,LOW,MODERATE,"Ingredients from packaging:
Water, Isobutane, Polyquaternium-4, Propane, Phenoxyethanol, Propylene Glycol, Fragrance, C9-11 Pareth-8, Caprylyl Glycol, 1.2-Hexanediol, Disodium EDTA, Citric Acid","Product's animal testing policies,Unknown"
Hairitage,Hairitage Have It All Curl Enhancing Foam Mousse,04,Styling Mousse/Foam,LOW,HIGH,LOW,HIGH,"Ingredients from packaging:
WATER (AQUA/EAU), POLYSORBATE 20, POLYQUATERNIUM-11, GLYCERIN, POLYQUATERNIUM-55, HYDROLYZED QUINOA, HYDROLYZED RICE PROTEIN, CAPRYLIC/CAPRIC GLYCERIDES POLYGLYCERIN-10 ESTERS, COCONUT ALKANES, CAMELLIA SINENSIS LEAF EXTRACT, COCO-GLUCOSIDE, COCO-CAPRYLATE/CAPRATE, PANTHENOL, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, FRAGRANCE (PARFUM), PHENOXYETHANOL, BENZYL ALCOHOL, POTASSIUM SORBATE, SODIUM BENZOATE","Product's animal testing policies,PETA: Companies That Do Test on Animals"
Beyond the Zone,Beyond The Zone Curl Mousse,04,Styling Mousse/Foam,LOW,HIGH,LOW,HIGH,"Ingredients from packaging:
WATER ,BUTANE ,PROPANE ,SOYETHYL MORPHOLINIUM ETHOSULFATE ,ACRYLATES COPOLYMER ,OLETH-10 ,POLYQUATERNIUM-4 ,POLYQUATERNIUM-10 ,FRAGRANCE ,LAURETH-4 ,AMINOMETHYL PROPANOL ,GLYCERIN ,PEG/PPG-18/18 DIMETHICONE ,PHENOXYETHANOL ,CAPRYLYL GLYCOL ,PEG-5 CASTOR OIL ,HYDROXYPROPYLTRIMONIUM HONEY ,BETAINE ,POTASSIUM SORBATE ,COCAMIDOPROPYL BETAINE ,HEXYLENE GLYCOL ,SODIUM LAURETH SULFATE ,SODIUM CHLORIDE ,LEUCONOSTOC/RADISH ROOT FERMENT FILTRATE ,HYDROLYZED SILK ,SODIUM BENZOATE ,AMYL CINNAMAL ,BENZYL ALCOHOL ,BENZYL SALICYLATE ,CITRONELLOL ,COUMARIN ,EUGENOL ,HEXYL CINNAMAL","Product's animal testing policies,Unknown"
Keune,Keune STYLE SOFT MOUSSE,04,Styling Mousse/Foam,LOW,HIGH,LOW,MODERATE,"Ingredients from packaging:
Aqua (Water), Isobutane, VP/VA Copolymer, Polyquaternium-4, Propane, Butane, Trideceth-9, PEG-12 Dimethicone, PEG-5 Ethylhexanoate, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Panthenol, Ethylhexylglycerin, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Tocopheryl Acetate, Potassium Sorbate, Limonene","Product's animal testing policies,Unknown"
Keune,Keune Limited Edition Strong Mousse,04,Styling Mousse/Foam,LOW,HIGH,LOW,MODERATE,"Ingredients from packaging:
Aqua (Water), Isobutane, VP/VA Copolymer, Polyquaternium-4, Propane, Butane, Trideceth-9, PEG-12 Dimethicone, PEG-5 Ethylhexanoate, Phenoxyethanol, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, Panthenol, Ethylhexylglycerin, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Tocopheryl Acetate, Potassium Sorbate, Limonene","Product's animal testing policies,Unknown"
